"Mês","Ano","Empresa","Cidade","Estado","Departamento","Regional","Linha","Produto","Nr.Intenções RENOVADAS","Nr.Intenções","Nr.Intenções CANCELADAS","Nr.Intenções ABERTAS"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","PORTÁTEIS","Figs","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","PORTÁTEIS","Island Oasis - Peach Daiquiri","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","PORTÁTEIS","Mustard - Seed","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","PORTÁTEIS","Pasta - Fettuccine, Dry","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","PORTÁTEIS","Pastry - Apple Large","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","PORTÁTEIS","Salmon - Atlantic, No Skin","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","PORTÁTEIS","Salmon - Smoked, Sliced","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","PORTÁTEIS","Sandwich Wrap","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","PORTÁTEIS","Saskatoon Berries - Frozen","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","PORTÁTEIS","Tomatoes Tear Drop","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","PORTÁTEIS","Truffle Paste","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","PORTÁTEIS","Wine - Pinot Noir Stoneleigh","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","PORTÁTEIS","Bread - Dark Rye, Loaf","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","PORTÁTEIS","Bread Country Roll","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","PORTÁTEIS","Cheese - Augre Des Champs","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","PORTÁTEIS","Chicken - Wieners","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","PORTÁTEIS","Galliano","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","PORTÁTEIS","Gatorade - Orange","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","PORTÁTEIS","Pepper - White, Whole","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","PORTÁTEIS","Plastic Arrow Stir Stick","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","PORTÁTEIS","Rice - Sushi","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","PORTÁTEIS","Rum - Coconut, Malibu","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","PORTÁTEIS","Tea - Herbal - 6 Asst","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","PORTÁTEIS","Tomatoes - Vine Ripe, Yellow","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","PORTÁTEIS","Wine - Fontanafredda Barolo","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","PORTÁTEIS","Wine - Pinot Noir Mondavi Coastal","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","PORTÁTEIS","Beans - Fava Fresh","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","PORTÁTEIS","Beans - Navy, Dry","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","PORTÁTEIS","Bread - Multigrain","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","PORTÁTEIS","Cheese - Cheddar, Mild","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","PORTÁTEIS","Cheese - Mozzarella, Buffalo","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","PORTÁTEIS","Cheese Cloth No 60","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","PORTÁTEIS","Cocoa Feuilletine","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","PORTÁTEIS","Coffee - Colombian, Portioned","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","PORTÁTEIS","Cookie Dough - Chunky","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","PORTÁTEIS","Cookies - Assorted","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","PORTÁTEIS","Cream - 35%","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","PORTÁTEIS","Crush - Grape, 355 Ml","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","PORTÁTEIS","Dried Apple","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","PORTÁTEIS","Eggwhite Frozen","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","PORTÁTEIS","Energy Drink Bawls","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","PORTÁTEIS","Flour - So Mix Cake White","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","PORTÁTEIS","Halibut - Whole, Fresh","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","PORTÁTEIS","Irish Cream - Butterscotch","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","PORTÁTEIS","Juice - Orange 1.89l","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","PORTÁTEIS","Lamb - Loin, Trimmed, Boneless","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","PORTÁTEIS","Milk - 2% 250 Ml","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","PORTÁTEIS","Muffin Mix - Oatmeal","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","PORTÁTEIS","Ocean Spray - Ruby Red","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","PORTÁTEIS","Pears - Anjou","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","PORTÁTEIS","Peppercorns - Pink","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","PORTÁTEIS","Pizza Pizza Dough","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","PORTÁTEIS","Pork - Bacon, Sliced","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","PORTÁTEIS","Rice - Aborio","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","PORTÁTEIS","Rootbeer","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","PORTÁTEIS","Sausage - Blood Pudding","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","PORTÁTEIS","Scallops 60/80 Iqf","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","PORTÁTEIS","Taro Root","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","PORTÁTEIS","Tomatoes - Heirloom","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","PORTÁTEIS","Trout - Hot Smkd, Dbl Fillet","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","PORTÁTEIS","Turnip - White, Organic","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","PORTÁTEIS","V8 Splash Strawberry Banana","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","PORTÁTEIS","Wine - Fino Tio Pepe Gonzalez","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","PORTÁTEIS","Wine - Red, Cabernet Merlot","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","PORTÁTEIS","Wine - White, Chardonnay","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Campo Mourão","PR","Geral","Regional Guilherme","LAZER","Tomatoes - Orange","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Cianorte","PR","Geral","Regional Guilherme","LAZER","Beans - Wax","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Cianorte","PR","Geral","Regional Guilherme","LAZER","Beer - Labatt Blue","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Curitiba","PR","Geral","Regional Guilherme","LAZER","Basil - Seedlings Cookstown","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Curitiba","PR","Geral","Regional Guilherme","LAZER","Brocolinni - Gaylan, Chinese","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Curitiba","PR","Geral","Regional Guilherme","LAZER","Flour Dark Rye","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Curitiba","PR","Geral","Regional Guilherme","LAZER","Hinge W Undercut","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Curitiba","PR","Geral","Regional Guilherme","LAZER","Mushroom - Enoki, Dry","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Curitiba","PR","Geral","Regional Guilherme","LAZER","Mushrooms - Black, Dried","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Curitiba","PR","Geral","Regional Guilherme","LAZER","Pasta - Lasagna Noodle, Frozen","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Curitiba","PR","Geral","Regional Guilherme","LAZER","Pastry - Mini French Pastries","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Curitiba","PR","Geral","Regional Guilherme","LAZER","Pepper - Black, Crushed","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Curitiba","PR","Geral","Regional Guilherme","LAZER","Pepper Squash","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Curitiba","PR","Geral","Regional Guilherme","LAZER","Sloe Gin - Mcguinness","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Curitiba","PR","Geral","Regional Guilherme","LAZER","Soup Campbells - Italian Wedding","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Curitiba","PR","Geral","Regional Guilherme","LAZER","Vinegar - White Wine","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","LAZER","Alize Sunset","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","LAZER","Buffalo - Striploin","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","LAZER","Cake - Dulce De Leche","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","LAZER","Cookies - Fortune","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","LAZER","Glaze - Apricot","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","LAZER","Ham - Cooked Italian","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","LAZER","Ice Cream Bar - Drumstick","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","LAZER","Kellogs Special K Cereal","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","LAZER","Lettuce - Iceberg","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","LAZER","Oxtail - Cut","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","LAZER","Pur Source","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","LAZER","Table Cloth 54x54 Colour","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","LAZER","Vector Energy Bar","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","LAZER","Wine - Jackson Triggs Okonagan","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","LAZER","Wine - Maipo Valle Cabernet","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","LAZER","Wine - White, Riesling, Semi - Dry","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","LAZER","Bowl 12 Oz - Showcase 92012","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","LAZER","Cassis","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","LAZER","Ice Cream - Fudge Bars","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","LAZER","Lamb - Whole, Fresh","0","1","1","0"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","LAZER","Pork Ham Prager","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","LAZER","Roe - White Fish","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","LAZER","Sauce - Alfredo","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","LAZER","Sauce - Marinara","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","LAZER","Soup - Knorr, Country Bean","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","LAZER","Wine - Red, Concha Y Toro","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","LAZER","Yeast Dry - Fermipan","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","LAZER","Anchovy Fillets","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","LAZER","Bar Mix - Lemon","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","LAZER","Barramundi","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","LAZER","Berry Brulee","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","LAZER","Bread - Italian Sesame Poly","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","LAZER","Bread - Roll, Canadian Dinner","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","LAZER","Bulgar","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","LAZER","Chocolate - Pistoles, White","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","LAZER","Coffee - Cafe Moreno","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","LAZER","Coffee Beans - Chocolate","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","LAZER","Compound - Raspberry","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","LAZER","Dome Lid Clear P92008h","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","LAZER","Lamb - Whole, Fresh","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","LAZER","Lime Cordial - Roses","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","LAZER","Muffin Mix - Oatmeal","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","LAZER","Nantucket - Carrot Orange","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","LAZER","Pesto - Primerba, Paste","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","LAZER","Plaintain","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","LAZER","Sobe - Tropical Energy","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","LAZER","Sugar - Brown, Individual","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","LAZER","Tomatoes - Orange","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","LAZER","Vanilla Beans","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Curitiba","PR","Geral","Regional Guilherme","CAMA MESA E BANHO","Compound - Passion Fruit","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Curitiba","PR","Geral","Regional Guilherme","CAMA MESA E BANHO","Dc - Sakura Fu","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Curitiba","PR","Geral","Regional Guilherme","CAMA MESA E BANHO","Garbage Bag - Clear","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Curitiba","PR","Geral","Regional Guilherme","CAMA MESA E BANHO","Gooseberry","1","1","0","0"
"7","2017","01.002 - DOURADINA - PR","Curitiba","PR","Geral","Regional Guilherme","CAMA MESA E BANHO","Hersey Shakes","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Curitiba","PR","Geral","Regional Guilherme","CAMA MESA E BANHO","Soup - Base Broth Beef","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Curitiba","PR","Geral","Regional Guilherme","CAMA MESA E BANHO","Soup - Campbells Beef Noodle","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Curitiba","PR","Geral","Regional Guilherme","CAMA MESA E BANHO","Soup - Cream Of Broccoli, Dry","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","CAMA MESA E BANHO","Bag - Bread, White, Plain","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","CAMA MESA E BANHO","Cheese - Grana Padano","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","CAMA MESA E BANHO","Cheese - Taleggio D.o.p.","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","CAMA MESA E BANHO","Coconut Milk - Unsweetened","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","CAMA MESA E BANHO","Coffee - Flavoured","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","CAMA MESA E BANHO","Crab - Soft Shell","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","CAMA MESA E BANHO","French Pastries","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","CAMA MESA E BANHO","Garlic - Peeled","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","CAMA MESA E BANHO","Grenadine","0","2","0","2"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","CAMA MESA E BANHO","Lamb Rack - Ontario","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","CAMA MESA E BANHO","Nut - Pumpkin Seeds","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","CAMA MESA E BANHO","Pear - Prickly","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","CAMA MESA E BANHO","Pineapple - Canned, Rings","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","CAMA MESA E BANHO","Rolled Oats","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","CAMA MESA E BANHO","Sauce - Hoisin","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","CAMA MESA E BANHO","Sugar Thermometer","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","CAMA MESA E BANHO","Tart - Butter Plain Squares","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","CAMA MESA E BANHO","Trueblue - Blueberry","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","CAMA MESA E BANHO","Truffle - Whole Black Peeled","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","CAMA MESA E BANHO","Wine - Acient Coast Caberne","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","CAMA MESA E BANHO","Wine - Sherry Dry Sack, William","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","CAMA MESA E BANHO","Wine - Tribal Sauvignon","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","CAMA MESA E BANHO","Apron","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","CAMA MESA E BANHO","Bandage - Finger Cots","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","CAMA MESA E BANHO","Beef - Baby, Liver","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","CAMA MESA E BANHO","Beef - Roasted, Cooked","0","1","1","0"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","CAMA MESA E BANHO","Cake - Night And Day Choclate","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","CAMA MESA E BANHO","Chilli Paste, Ginger Garlic","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","CAMA MESA E BANHO","Dry Ice","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","CAMA MESA E BANHO","Ecolab - Lime - A - Way 4/4 L","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","CAMA MESA E BANHO","Energy Drink - Franks Original","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","CAMA MESA E BANHO","Flour Dark Rye","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","CAMA MESA E BANHO","Ham - Black Forest","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","CAMA MESA E BANHO","Langers - Cranberry Cocktail","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","CAMA MESA E BANHO","Milk 2% 500 Ml","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","CAMA MESA E BANHO","Mousse - Banana Chocolate","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","CAMA MESA E BANHO","Pastry - Chocolate Chip Muffin","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","CAMA MESA E BANHO","Piping - Bags Quizna","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","CAMA MESA E BANHO","Pork - Smoked Back Bacon","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","CAMA MESA E BANHO","Potatoes - Mini White 3 Oz","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","CAMA MESA E BANHO","Steam Pan Full Lid","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","CAMA MESA E BANHO","Sugar - Brown, Individual","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","CAMA MESA E BANHO","Wine - Charddonnay Errazuriz","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","CAMA MESA E BANHO","Bandage - Fexible 1x3","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","CAMA MESA E BANHO","Beer - Mcauslan Apricot","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","CAMA MESA E BANHO","Bread - Bistro White","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","CAMA MESA E BANHO","Cake Slab","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","CAMA MESA E BANHO","Cheese - Havarti, Roasted Garlic","0","1","0","1"
